"index","id","label","time_start","time_end","clarity_level","youtube_id","url_id","user_id"
"1232","W29B8lFNVZI3","running","16","18","bad","W29B8lFNVZI","578","1"
"1233","W29B8lFNVZI4","throwing","22","24","none","W29B8lFNVZI","578","1"
"1234","W29B8lFNVZI5","running","25","28","bad","W29B8lFNVZI","578","1"
"4896","n_CG20CxnW820","advancing","311","318","none","n_CG20CxnW8","258","1"
"1235","W29B8lFNVZI6","throwing","25","29","none","W29B8lFNVZI","578","1"
"1236","W29B8lFNVZI7","throwing","29","35","none","W29B8lFNVZI","578","1"
"1237","W29B8lFNVZI8","crowd","44","48","none","W29B8lFNVZI","578","1"
"1238","W29B8lFNVZI9","throwing","49","52","none","W29B8lFNVZI","578","1"
"1239","W29B8lFNVZI10","restraining","59","69","bad","W29B8lFNVZI","578","1"
"1240","W29B8lFNVZI11","striking","76","79","none","W29B8lFNVZI","578","1"
"1241","W29B8lFNVZI12","running","82","85","bad","W29B8lFNVZI","578","1"
"1242","W29B8lFNVZI13","person_on_ground","86","88","bad","W29B8lFNVZI","578","1"
"1243","neEgnoIjnHQ1","person_pointing","13","15","none","neEgnoIjnHQ","172","1"
"1244","neEgnoIjnHQ2","person_pointing","15","17","none","neEgnoIjnHQ","172","1"
"1245","neEgnoIjnHQ3","crowd","28","32","none","neEgnoIjnHQ","172","1"
"1246","knZxnTfVlgM1","person_on_ground","4","24","easy","knZxnTfVlgM","526","1"
"1247","knZxnTfVlgM2","aiming","27","40","none","knZxnTfVlgM","526","1"
"1248","knZxnTfVlgM3","aiming","46","56","none","knZxnTfVlgM","526","1"
"1249","knZxnTfVlgM4","aiming","60","63","none","knZxnTfVlgM","526","1"
"1250","knZxnTfVlgM5","aiming","72","75","none","knZxnTfVlgM","526","1"
"1251","knZxnTfVlgM6","person_on_ground","82","102","easy","knZxnTfVlgM","526","1"
"1252","knZxnTfVlgM7","person_on_ground","153","173","medium","knZxnTfVlgM","526","1"
"1253","knZxnTfVlgM8","person_on_ground","225","235","easy","knZxnTfVlgM","526","1"
"1254","CDvsNvKOgII1","spray","0","2","easy","CDvsNvKOgII","822","1"
"1255","CDvsNvKOgII2","striking","7","9","none","CDvsNvKOgII","822","1"
"1256","CDvsNvKOgII3","person_on_ground","8","12","medium","CDvsNvKOgII","822","1"
"1257","CDvsNvKOgII4","striking","16","18","none","CDvsNvKOgII","822","1"
"1258","CDvsNvKOgII5","person_on_ground","18","27","easy","CDvsNvKOgII","822","1"
"1259","CDvsNvKOgII6","throwing","21","22","none","CDvsNvKOgII","822","1"
"1260","CDvsNvKOgII7","spray","22","24","hard","CDvsNvKOgII","822","1"
"1261","CDvsNvKOgII8","striking","34","36","none","CDvsNvKOgII","822","1"
"1262","CDvsNvKOgII9","blood","41","45","none","CDvsNvKOgII","822","1"
"1263","DFViK6Vl1lA1","advancing","38","44","none","DFViK6Vl1lA","496","1"
"1264","KkdoUoHerpg1","crowd","1","21","none","KkdoUoHerpg","593","1"
"1265","KkdoUoHerpg2","advancing","1","21","none","KkdoUoHerpg","593","1"
"1267","st2","striking","14","19","none","st2","199","1"
"1268","st3","striking","31","33","none","st3","808","1"
"1269","wsB5yymbKXc1","advancing","7","12","none","wsB5yymbKXc","588","1"
"1270","wsB5yymbKXc2","restraining","16","22","easy","wsB5yymbKXc","588","1"
"1271","wsB5yymbKXc3","restraining","22","26","easy","wsB5yymbKXc","588","1"
"1272","wsB5yymbKXc4","restraining","27","31","easy","wsB5yymbKXc","588","1"
"1273","wsB5yymbKXc5","restraining","33","38","medium","wsB5yymbKXc","588","1"
"1274","wsB5yymbKXc6","crowd","120","145","none","wsB5yymbKXc","588","1"
"1275","wsB5yymbKXc7","throwing","131","133","none","wsB5yymbKXc","588","1"
"1276","wsB5yymbKXc8","throwing","136","141","none","wsB5yymbKXc","588","1"
"1277","wsB5yymbKXc9","running","141","145","medium","wsB5yymbKXc","588","1"
"1278","wsB5yymbKXc10","person_on_ground","150","153","medium","wsB5yymbKXc","588","1"
"1279","wsB5yymbKXc11","crowd","154","157","none","wsB5yymbKXc","588","1"
"1280","wsB5yymbKXc12","crowd","158","163","none","wsB5yymbKXc","588","1"
"1281","wsB5yymbKXc13","crowd","171","175","none","wsB5yymbKXc","588","1"
"2047","jKRKbwsnlrw4","running","35","37","bad","jKRKbwsnlrw","37","1"
"1282","wsB5yymbKXc14","crowd","186","189","none","wsB5yymbKXc","588","1"
"1283","wsB5yymbKXc15","crowd","190","194","none","wsB5yymbKXc","588","1"
"10497","WpfQnEOlkz04","person on ground","117","131","medium","WpfQnEOlkz0","1064","2"
"1284","wsB5yymbKXc16","advancing","190","194","none","wsB5yymbKXc","588","1"
"1285","wsB5yymbKXc17","advancing","196","200","none","wsB5yymbKXc","588","1"
"1286","wsB5yymbKXc18","crowd","201","207","none","wsB5yymbKXc","588","1"
"1287","wsB5yymbKXc19","advancing","201","207","none","wsB5yymbKXc","588","1"
"1288","wsB5yymbKXc20","crowd","208","212","none","wsB5yymbKXc","588","1"
"1289","wsB5yymbKXc21","crowd","217","224","none","wsB5yymbKXc","588","1"
"1290","wsB5yymbKXc22","advancing","217","224","none","wsB5yymbKXc","588","1"
"1291","wsB5yymbKXc23","crowd","233","238","none","wsB5yymbKXc","588","1"
"1292","wsB5yymbKXc24","advancing","233","238","none","wsB5yymbKXc","588","1"
"1293","aNOI-NgZ5IY1","crowd","0","12","none","aNOI-NgZ5IY","312","1"
"1294","aNOI-NgZ5IY2","striking","3","12","none","aNOI-NgZ5IY","312","1"
"1295","aNOI-NgZ5IY3","crowd","13","18","none","aNOI-NgZ5IY","312","1"
"1296","aNOI-NgZ5IY4","striking","15","19","none","aNOI-NgZ5IY","312","1"
"1297","aNOI-NgZ5IY5","striking","54","60","none","aNOI-NgZ5IY","312","1"
"1298","aNOI-NgZ5IY6","crowd","64","71","none","aNOI-NgZ5IY","312","1"
"1299","aNOI-NgZ5IY7","running","72","74","bad","aNOI-NgZ5IY","312","1"
"1300","aNOI-NgZ5IY8","crowd","82","86","none","aNOI-NgZ5IY","312","1"
"1301","aNOI-NgZ5IY9","blood","102","106","none","aNOI-NgZ5IY","312","1"
"1302","F_cGhsqowT01","aiming","1","3","none","F_cGhsqowT0","338","1"
"1303","F_cGhsqowT02","throwing","67","69","none","F_cGhsqowT0","338","1"
"1304","F_cGhsqowT03","aiming","69","71","none","F_cGhsqowT0","338","1"
"1305","F_cGhsqowT04","advancing","78","96","none","F_cGhsqowT0","338","1"
"1306","F_cGhsqowT05","throwing","98","100","none","F_cGhsqowT0","338","1"
"1307","F_cGhsqowT06","throwing","113","116","none","F_cGhsqowT0","338","1"
"1308","F_cGhsqowT07","throwing","117","119","none","F_cGhsqowT0","338","1"
"1309","F_cGhsqowT08","throwing","119","124","none","F_cGhsqowT0","338","1"
"1310","F_cGhsqowT09","throwing","132","136","none","F_cGhsqowT0","338","1"
"1311","F_cGhsqowT010","running","138","142","easy","F_cGhsqowT0","338","1"
"4897","n_CG20CxnW821","throwing","335","337","none","n_CG20CxnW8","258","1"
"1312","F_cGhsqowT011","throwing","147","149","none","F_cGhsqowT0","338","1"
"1313","F_cGhsqowT012","advancing","148","158","none","F_cGhsqowT0","338","1"
"1314","F_cGhsqowT013","throwing","157","161","none","F_cGhsqowT0","338","1"
"1315","F_cGhsqowT014","throwing","168","171","none","F_cGhsqowT0","338","1"
"1316","F_cGhsqowT015","throwing","173","175","none","F_cGhsqowT0","338","1"
"1317","F_cGhsqowT016","throwing","179","182","none","F_cGhsqowT0","338","1"
"1318","F_cGhsqowT017","throwing","182","184","none","F_cGhsqowT0","338","1"
"1319","F_cGhsqowT018","running","184","188","easy","F_cGhsqowT0","338","1"
"1320","F_cGhsqowT019","throwing","187","189","none","F_cGhsqowT0","338","1"
"1321","jGdF8ihk8VU1","crowd","25","30","none","jGdF8ihk8VU","386","1"
"1322","jGdF8ihk8VU2","aiming","33","38","none","jGdF8ihk8VU","386","1"
"1323","8ithgUloNR81","spray","22","24","medium","8ithgUloNR8","999","1"
"1324","8ithgUloNR82","striking","44","46","none","8ithgUloNR8","999","1"
"1325","8ithgUloNR83","striking","47","49","none","8ithgUloNR8","999","1"
"1326","ZO789IomSGk1","advancing","0","11","none","ZO789IomSGk","20","1"
"1327","ZO789IomSGk2","advancing","12","17","none","ZO789IomSGk","20","1"
"1328","ZO789IomSGk3","advancing","18","23","none","ZO789IomSGk","20","1"
"1329","ZO789IomSGk4","advancing","24","37","none","ZO789IomSGk","20","1"
"1330","ZO789IomSGk5","crowd","38","45","none","ZO789IomSGk","20","1"
"1331","ZO789IomSGk6","crowd","60","70","none","ZO789IomSGk","20","1"
"1332","ZO789IomSGk7","running","66","71","hard","ZO789IomSGk","20","1"
"1333","ZO789IomSGk8","crowd","72","77","none","ZO789IomSGk","20","1"
"1334","ZO789IomSGk9","crowd","79","82","none","ZO789IomSGk","20","1"
"1335","ljrSFoRABc81","aiming","47","54","none","ljrSFoRABc8","155","1"
"1336","ljrSFoRABc82","aiming","64","67","none","ljrSFoRABc8","155","1"
"1337","ljrSFoRABc83","aiming","102","105","none","ljrSFoRABc8","155","1"
"1338","ljrSFoRABc84","person_on_ground","101","121","medium","ljrSFoRABc8","155","1"
"1339","ljrSFoRABc85","person_on_ground","313","316","medium","ljrSFoRABc8","155","1"
"1340","8Xwz2Oz4i-s1","running","54","57","bad","8Xwz2Oz4i-s","271","1"
"1341","jeeBiTcG_Wg1","running","4","6","medium","jeeBiTcG_Wg","749","1"
"1342","jeeBiTcG_Wg2","aiming","10","12","none","jeeBiTcG_Wg","749","1"
"1343","jeeBiTcG_Wg3","throwing","15","18","none","jeeBiTcG_Wg","749","1"
"1344","jeeBiTcG_Wg4","running","20","22","medium","jeeBiTcG_Wg","749","1"
"1345","jeeBiTcG_Wg5","running","23","27","easy","jeeBiTcG_Wg","749","1"
"1346","jeeBiTcG_Wg6","throwing","24","27","none","jeeBiTcG_Wg","749","1"
"1347","jeeBiTcG_Wg7","running","28","31","hard","jeeBiTcG_Wg","749","1"
"1348","jeeBiTcG_Wg8","aiming","42","46","none","jeeBiTcG_Wg","749","1"
"1349","jeeBiTcG_Wg9","crowd","85","94","none","jeeBiTcG_Wg","749","1"
"1350","jeeBiTcG_Wg10","advancing","85","94","none","jeeBiTcG_Wg","749","1"
"1351","R8vVsPCwKY41","restraining","187","198","hard","R8vVsPCwKY4","786","1"
"1352","R8vVsPCwKY44","restraining","264","285","medium","R8vVsPCwKY4","786","1"
"1353","R8vVsPCwKY45","person_on_ground","264","285","hard","R8vVsPCwKY4","786","1"
"1354","R8vVsPCwKY46","person_pointing","382","387","none","R8vVsPCwKY4","786","1"
"1355","R8vVsPCwKY47","person_pointing","402","407","none","R8vVsPCwKY4","786","1"
"1356","R8vVsPCwKY48","restraining","425","429","hard","R8vVsPCwKY4","786","1"
"1357","R8vVsPCwKY49","person_pointing","448","453","none","R8vVsPCwKY4","786","1"
"1358","R8vVsPCwKY410","person_pointing","453","459","none","R8vVsPCwKY4","786","1"
"1359","R8vVsPCwKY411","person_pointing","463","466","none","R8vVsPCwKY4","786","1"
"10279","G81g8vpxh2s2","crowd","8","15","easy","G81g8vpxh2s","1033","2"
"1360","R8vVsPCwKY412","person_pointing","532","537","none","R8vVsPCwKY4","786","1"
"10498","WpfQnEOlkz05","restraining","129","134","hard","WpfQnEOlkz0","1064","2"
"1361","vT8bdk2Y6G81","striking","4","6","none","vT8bdk2Y6G8","935","1"
"1362","vT8bdk2Y6G82","striking","7","10","none","vT8bdk2Y6G8","935","1"
"1364","vT8bdk2Y6G84","striking","17","23","none","vT8bdk2Y6G8","935","1"
"1365","vT8bdk2Y6G85","striking","24","37","none","vT8bdk2Y6G8","935","1"
"1366","vT8bdk2Y6G86","striking","38","44","none","vT8bdk2Y6G8","935","1"
"1367","vT8bdk2Y6G87","crowd","70","73","none","vT8bdk2Y6G8","935","1"
"1368","vT8bdk2Y6G88","advancing","70","73","none","vT8bdk2Y6G8","935","1"
"1369","cYGq1VAk9wk1","advancing","0","9","none","cYGq1VAk9wk","453","1"
"1370","cYGq1VAk9wk2","advancing","10","15","none","cYGq1VAk9wk","453","1"
"1371","cYGq1VAk9wk3","crowd","16","25","none","cYGq1VAk9wk","453","1"
"1372","cYGq1VAk9wk4","crowd","32","37","none","cYGq1VAk9wk","453","1"
"1373","cYGq1VAk9wk5","crowd","38","48","none","cYGq1VAk9wk","453","1"
"1374","Y1Wsh8pLfZ01","person_on_ground","136","151","hard","Y1Wsh8pLfZ0","265","1"
"1375","Y1Wsh8pLfZ02","restraining","136","152","hard","Y1Wsh8pLfZ0","265","1"
"1376","Y1Wsh8pLfZ03","blood","151","153","none","Y1Wsh8pLfZ0","265","1"
"1377","Y1Wsh8pLfZ04","person_on_ground","188","193","medium","Y1Wsh8pLfZ0","265","1"
"1378","Y1Wsh8pLfZ05","aiming","210","213","none","Y1Wsh8pLfZ0","265","1"
"1379","Y1Wsh8pLfZ06","aiming","216","224","none","Y1Wsh8pLfZ0","265","1"
"1380","Y1Wsh8pLfZ07","person_on_ground","257","267","bad","Y1Wsh8pLfZ0","265","1"
"1381","Y86VkjfNopY1","running","2","8","bad","Y86VkjfNopY","658","1"
"1382","Y86VkjfNopY2","person_on_ground","53","56","hard","Y86VkjfNopY","658","1"
"1383","0Tprmv71XCQ1","crowd","0","7","none","0Tprmv71XCQ","357","1"
"1384","0Tprmv71XCQ2","crowd","8","17","none","0Tprmv71XCQ","357","1"
"1385","0Tprmv71XCQ3","crowd","18","35","none","0Tprmv71XCQ","357","1"
"1386","0Tprmv71XCQ4","crowd","47","53","none","0Tprmv71XCQ","357","1"
"1387","0Tprmv71XCQ5","throwing","54","58","none","0Tprmv71XCQ","357","1"
"1388","0Tprmv71XCQ6","crowd","66","70","none","0Tprmv71XCQ","357","1"
"4898","n_CG20CxnW822","throwing","338","340","none","n_CG20CxnW8","258","1"
"1389","0Tprmv71XCQ7","crowd","71","80","none","0Tprmv71XCQ","357","1"
"1390","0Tprmv71XCQ8","crowd","81","87","none","0Tprmv71XCQ","357","1"
"1391","0Tprmv71XCQ9","crowd","88","95","none","0Tprmv71XCQ","357","1"
"1392","0Tprmv71XCQ10","crowd","96","104","none","0Tprmv71XCQ","357","1"
"1393","RCdGh-scKxU1","crowd","5","8","none","RCdGh-scKxU","11","1"
"1394","RCdGh-scKxU2","striking","9","12","none","RCdGh-scKxU","11","1"
"1395","RCdGh-scKxU3","running","12","14","bad","RCdGh-scKxU","11","1"
"1396","RCdGh-scKxU4","crowd","17","33","none","RCdGh-scKxU","11","1"
"1397","RCdGh-scKxU5","crowd","34","46","none","RCdGh-scKxU","11","1"
"1398","RCdGh-scKxU6","restraining","57","63","medium","RCdGh-scKxU","11","1"
"1399","4Hn2FjmhP4Q1","person_on_ground","0","20","easy","4Hn2FjmhP4Q","884","1"
"1400","4Hn2FjmhP4Q2","person_pointing","67","70","none","4Hn2FjmhP4Q","884","1"
"1401","4Hn2FjmhP4Q3","person_pointing","83","85","none","4Hn2FjmhP4Q","884","1"
"1402","4Hn2FjmhP4Q4","person_on_ground","110","130","easy","4Hn2FjmhP4Q","884","1"
"1403","4Hn2FjmhP4Q6","person_pointing","302","313","none","4Hn2FjmhP4Q","884","1"
"1404","4Hn2FjmhP4Q7","person_pointing","422","431","none","4Hn2FjmhP4Q","884","1"
"1405","4Hn2FjmhP4Q8","person_pointing","610","615","none","4Hn2FjmhP4Q","884","1"
"1406","4Hn2FjmhP4Q9","running","667","671","medium","4Hn2FjmhP4Q","884","1"
"1407","4Hn2FjmhP4Q10","advancing","856","886","none","4Hn2FjmhP4Q","884","1"
"1408","4Hn2FjmhP4Q11","running","917","920","medium","4Hn2FjmhP4Q","884","1"
"1409","4Hn2FjmhP4Q12","striking","973","975","none","4Hn2FjmhP4Q","884","1"
"1410","4Hn2FjmhP4Q13","advancing","1085","1090","none","4Hn2FjmhP4Q","884","1"
"1411","4Hn2FjmhP4Q14","advancing","1092","1096","none","4Hn2FjmhP4Q","884","1"
"1412","4Hn2FjmhP4Q15","advancing","163","173","none","4Hn2FjmhP4Q","884","1"
"1413","4Hn2FjmhP4Q16","advancing","1303","1313","none","4Hn2FjmhP4Q","884","1"
"1414","4Hn2FjmhP4Q17","running","1333","1338","easy","4Hn2FjmhP4Q","884","1"
"1415","4Hn2FjmhP4Q18","person_on_ground","1339","1343","medium","4Hn2FjmhP4Q","884","1"
"1416","4Hn2FjmhP4Q19","person_pointing","1352","1356","none","4Hn2FjmhP4Q","884","1"
"1417","4Hn2FjmhP4Q20","person_pointing","1356","1359","none","4Hn2FjmhP4Q","884","1"
"1418","4Hn2FjmhP4Q21","advancing","1360","1375","none","4Hn2FjmhP4Q","884","1"
"1419","4Hn2FjmhP4Q22","advancing","1394","1404","none","4Hn2FjmhP4Q","884","1"
"1420","4Hn2FjmhP4Q23","running","1402","1409","medium","4Hn2FjmhP4Q","884","1"
"1421","4Hn2FjmhP4Q24","advancing","1443","1461","none","4Hn2FjmhP4Q","884","1"
"1422","4Hn2FjmhP4Q25","restraining","1493","1513","medium","4Hn2FjmhP4Q","884","1"
"1423","4Hn2FjmhP4Q26","advancing","1640","1651","none","4Hn2FjmhP4Q","884","1"
"1424","4Hn2FjmhP4Q27","person_pointing","1644","1647","none","4Hn2FjmhP4Q","884","1"
"1425","4Hn2FjmhP4Q28","advancing","1655","1685","none","4Hn2FjmhP4Q","884","1"
"1426","4Hn2FjmhP4Q29","advancing","1764","1794","none","4Hn2FjmhP4Q","884","1"
"1427","4Hn2FjmhP4Q30","person_pointing","1823","1835","none","4Hn2FjmhP4Q","884","1"
"1428","4Hn2FjmhP4Q31","advancing","1968","1978","none","4Hn2FjmhP4Q","884","1"
"1429","4Hn2FjmhP4Q32","running","1973","1975","bad","4Hn2FjmhP4Q","884","1"
"1430","W4fwiaplfOA1","striking","1","20","none","W4fwiaplfOA","292","1"
"1431","W4fwiaplfOA2","crowd","22","26","none","W4fwiaplfOA","292","1"
"1432","W4fwiaplfOA3","crowd","27","33","none","W4fwiaplfOA","292","1"
"1433","W4fwiaplfOA4","striking","29","33","none","W4fwiaplfOA","292","1"
"1434","W4fwiaplfOA5","striking","34","40","none","W4fwiaplfOA","292","1"
"1435","W4fwiaplfOA6","advancing","44","52","none","W4fwiaplfOA","292","1"
"1436","W4fwiaplfOA7","advancing","54","61","none","W4fwiaplfOA","292","1"
"1437","W4fwiaplfOA8","person_on_ground","62","66","easy","W4fwiaplfOA","292","1"
"1438","oXFBgS_uFNo1","crowd","0","4","none","oXFBgS_uFNo","367","1"
"1439","5ecoxdNX24g1","crowd","73","77","none","5ecoxdNX24g","827","1"
"1440","5ecoxdNX24g2","throwing","94","96","none","5ecoxdNX24g","827","1"
"1441","5ecoxdNX24g3","restraining","117","132","hard","5ecoxdNX24g","827","1"
"1442","5ecoxdNX24g4","person_on_ground","129","132","hard","5ecoxdNX24g","827","1"
"1443","5ecoxdNX24g5","person_pointing","138","141","none","5ecoxdNX24g","827","1"
"1444","5ecoxdNX24g6","advancing","148","161","none","5ecoxdNX24g","827","1"
"1445","5ecoxdNX24g7","running","157","160","bad","5ecoxdNX24g","827","1"
"1446","5ecoxdNX24g8","advancing","181","196","none","5ecoxdNX24g","827","1"
"1447","zPW9YU9z5gg1","advancing","21","26","none","zPW9YU9z5gg","227","1"
"1448","zPW9YU9z5gg2","advancing","70","84","none","zPW9YU9z5gg","227","1"
"1449","zPW9YU9z5gg3","advancing","203","207","none","zPW9YU9z5gg","227","1"
"1450","zPW9YU9z5gg4","person_pointing","209","210","none","zPW9YU9z5gg","227","1"
"1452","zPW9YU9z5gg6","person_on_ground","230","233","bad","zPW9YU9z5gg","227","1"
"1453","zPW9YU9z5gg7","person_pointing","234","240","none","zPW9YU9z5gg","227","1"
"1454","zPW9YU9z5gg8","person_pointing","242","244","none","zPW9YU9z5gg","227","1"
"1455","zPW9YU9z5gg9","restraining","244","250","hard","zPW9YU9z5gg","227","1"
"1456","zPW9YU9z5gg10","striking","311","313","none","zPW9YU9z5gg","227","1"
"1457","76k8TCBkQ0Q1","aiming","3","4","none","76k8TCBkQ0Q","105","1"
"1458","76k8TCBkQ0Q2","aiming","5","7","none","76k8TCBkQ0Q","105","1"
"1459","76k8TCBkQ0Q3","aiming","15","18","none","76k8TCBkQ0Q","105","1"
"1460","76k8TCBkQ0Q4","aiming","23","26","none","76k8TCBkQ0Q","105","1"
"1461","76k8TCBkQ0Q5","aiming","28","32","none","76k8TCBkQ0Q","105","1"
"1462","76k8TCBkQ0Q6","person_on_ground","33","34","bad","76k8TCBkQ0Q","105","1"
"1463","76k8TCBkQ0Q7","aiming","34","36","none","76k8TCBkQ0Q","105","1"
"1464","76k8TCBkQ0Q8","aiming","38","39","none","76k8TCBkQ0Q","105","1"
"1465","76k8TCBkQ0Q9","person_on_ground","40","44","medium","76k8TCBkQ0Q","105","1"
"1466","76k8TCBkQ0Q10","aiming","50","54","none","76k8TCBkQ0Q","105","1"
"4899","n_CG20CxnW823","advancing","358","362","none","n_CG20CxnW8","258","1"
"1467","76k8TCBkQ0Q11","striking","52","54","none","76k8TCBkQ0Q","105","1"
"1468","76k8TCBkQ0Q12","aiming","63","66","none","76k8TCBkQ0Q","105","1"
"1469","76k8TCBkQ0Q13","aiming","69","70","none","76k8TCBkQ0Q","105","1"
"1470","76k8TCBkQ0Q14","aiming","76","79","none","76k8TCBkQ0Q","105","1"
"1471","0Q2Gc76e4JY1","crowd","1","11","none","0Q2Gc76e4JY","583","1"
"1472","0Q2Gc76e4JY2","throwing","3","5","none","0Q2Gc76e4JY","583","1"
"1473","0Q2Gc76e4JY3","advancing","41","46","none","0Q2Gc76e4JY","583","1"
"1474","0Q2Gc76e4JY4","advancing","48","50","none","0Q2Gc76e4JY","583","1"
"1475","0Q2Gc76e4JY5","running","48","51","medium","0Q2Gc76e4JY","583","1"
"1476","0Q2Gc76e4JY6","striking","54","55","none","0Q2Gc76e4JY","583","1"
"1477","0Q2Gc76e4JY7","person_on_ground","57","60","bad","0Q2Gc76e4JY","583","1"
"1478","0Q2Gc76e4JY8","restraining","61","63","hard","0Q2Gc76e4JY","583","1"
"1479","NgxSYkQqsfU1","advancing","27","31","none","NgxSYkQqsfU","106","1"
"1480","m_dbBk3k1Vw1","crowd","11","20","none","m_dbBk3k1Vw","412","1"
"1481","m_dbBk3k1Vw2","running","6","9","hard","m_dbBk3k1Vw","412","1"
"1482","m_dbBk3k1Vw3","throwing","26","28","none","m_dbBk3k1Vw","412","1"
"1483","m_dbBk3k1Vw4","running","29","31","bad","m_dbBk3k1Vw","412","1"
"1484","m_dbBk3k1Vw5","person_on_ground","41","43","bad","m_dbBk3k1Vw","412","1"
"1485","m_dbBk3k1Vw6","person_pointing","43","47","none","m_dbBk3k1Vw","412","1"
"1486","m_dbBk3k1Vw7","striking","47","49","none","m_dbBk3k1Vw","412","1"
"1487","m_dbBk3k1Vw8","crowd","47","66","none","m_dbBk3k1Vw","412","1"
"1488","m_dbBk3k1Vw9","spray","54","58","medium","m_dbBk3k1Vw","412","1"
"1489","m_dbBk3k1Vw10","crowd","75","84","none","m_dbBk3k1Vw","412","1"
"1490","m_dbBk3k1Vw11","spray","75","78","easy","m_dbBk3k1Vw","412","1"
"1491","m_dbBk3k1Vw12","running","85","90","easy","m_dbBk3k1Vw","412","1"
"1492","m_dbBk3k1Vw13","throwing","89","91","none","m_dbBk3k1Vw","412","1"
"1493","m_dbBk3k1Vw14","person_on_ground","97","99","easy","m_dbBk3k1Vw","412","1"
"1494","m_dbBk3k1Vw15","running","119","126","medium","m_dbBk3k1Vw","412","1"
"1495","m_dbBk3k1Vw16","striking","127","129","none","m_dbBk3k1Vw","412","1"
"1496","m_dbBk3k1Vw17","throwing","134","137","none","m_dbBk3k1Vw","412","1"
"1497","m_dbBk3k1Vw18","striking","143","145","none","m_dbBk3k1Vw","412","1"
"1498","m_dbBk3k1Vw19","throwing","154","156","none","m_dbBk3k1Vw","412","1"
"1499","m_dbBk3k1Vw20","running","177","180","medium","m_dbBk3k1Vw","412","1"
"1501","YY-virWnjoA1","crowd","0","8","none","YY-virWnjoA","908","1"
"1502","YY-virWnjoA2","running","4","9","medium","YY-virWnjoA","908","1"
"1503","YY-virWnjoA3","crowd","9","22","none","YY-virWnjoA","908","1"
"1504","YY-virWnjoA4","running","12","22","medium","YY-virWnjoA","908","1"
"1505","YY-virWnjoA5","crowd","29","52","none","YY-virWnjoA","908","1"
"1506","YY-virWnjoA6","advancing","29","43","none","YY-virWnjoA","908","1"
"1507","YY-virWnjoA7","person_on_ground","53","59","bad","YY-virWnjoA","908","1"
"1508","YY-virWnjoA8","spray","59","62","hard","YY-virWnjoA","908","1"
"1509","YzuyDjLTOIQ1","aiming","102","107","none","YzuyDjLTOIQ","204","1"
"1510","YzuyDjLTOIQ2","aiming","117","125","none","YzuyDjLTOIQ","204","1"
"1511","YzuyDjLTOIQ3","aiming","131","137","none","YzuyDjLTOIQ","204","1"
"1512","YzuyDjLTOIQ4","aiming","144","156","none","YzuyDjLTOIQ","204","1"
"1513","YzuyDjLTOIQ5","aiming","159","180","none","YzuyDjLTOIQ","204","1"
"1514","YzuyDjLTOIQ6","aiming","185","187","none","YzuyDjLTOIQ","204","1"
"1515","YzuyDjLTOIQ7","person_on_ground","191","193","hard","YzuyDjLTOIQ","204","1"
"1516","YzuyDjLTOIQ8","person_on_ground","203","211","medium","YzuyDjLTOIQ","204","1"
"1517","YzuyDjLTOIQ9","person_on_ground","219","224","medium","YzuyDjLTOIQ","204","1"
"1518","YzuyDjLTOIQ10","aiming","229","240","none","YzuyDjLTOIQ","204","1"
"10500","WpfQnEOlkz07","spray","251","255","medium","WpfQnEOlkz0","1064","2"
"1519","YzuyDjLTOIQ11","person_on_ground","244","246","bad","YzuyDjLTOIQ","204","1"
"1520","YzuyDjLTOIQ12","running","262","278","hard","YzuyDjLTOIQ","204","1"
"1521","YzuyDjLTOIQ13","running","279","299","hard","YzuyDjLTOIQ","204","1"
"1522","NrHbcpvNaPM1","striking","9","11","none","NrHbcpvNaPM","633","1"
"1523","NrHbcpvNaPM2","throwing","19","21","none","NrHbcpvNaPM","633","1"
"1524","n-bMm8L8gwM1","crowd","1","4","none","n-bMm8L8gwM","638","1"
"1525","n-bMm8L8gwM2","advancing","1","4","none","n-bMm8L8gwM","638","1"
"1526","n-bMm8L8gwM3","advancing","5","10","none","n-bMm8L8gwM","638","1"
"1527","n-bMm8L8gwM4","running","20","24","medium","n-bMm8L8gwM","638","1"
"1528","n-bMm8L8gwM5","running","24","26","medium","n-bMm8L8gwM","638","1"
"1529","n-bMm8L8gwM6","person_pointing","35","37","none","n-bMm8L8gwM","638","1"
"1530","n-bMm8L8gwM7","crowd","38","42","none","n-bMm8L8gwM","638","1"
"1531","n-bMm8L8gwM8","person_pointing","43","47","none","n-bMm8L8gwM","638","1"
"1532","n-bMm8L8gwM9","running","73","76","bad","n-bMm8L8gwM","638","1"
"1533","n-bMm8L8gwM10","advancing","89","98","none","n-bMm8L8gwM","638","1"
"1534","n-bMm8L8gwM11","advancing","106","110","none","n-bMm8L8gwM","638","1"
"1535","aYovZYJY9Wo1","spray","72","75","medium","aYovZYJY9Wo","113","1"
"1536","aYovZYJY9Wo2","person_pointing","87","89","none","aYovZYJY9Wo","113","1"
"1537","aYovZYJY9Wo3","crowd","94","99","none","aYovZYJY9Wo","113","1"
"1538","aYovZYJY9Wo4","person_pointing","444","447","none","aYovZYJY9Wo","113","1"
"1539","Go3VBpMDCpA1","advancing","0","5","none","Go3VBpMDCpA","665","1"
"1540","Go3VBpMDCpA2","running","7","13","easy","Go3VBpMDCpA","665","1"
